cell_id,model,model_id_config,task_id,prompt_id,temperature,run_index,seed,status,metric_name,metric_value,latency_ms,done_reason,eval_count,prompt_eval_count,think,num_predict,budget_exhausted,prediction_empty,prediction_char_len,thinking_length,thinking_sha256
1ca5a8983e98732aafc78365279fcfdc3d9c503f9b1629296da4490ef7c91068,qwen3_32b,qwen3:32b,task-humaneval_plus-049,testing_oriented,0.0,1,20260405,completed,pass_at_1,1.0,10584.352742996998,stop,114,270,false,1024,False,False,407,0,
4e3144e0e31913f1f8c83306b5b1477b1b2211457992916583b51d544bf02b63,qwen3_32b,qwen3:32b,task-humaneval_plus-007,minimal,0.2,1,20260405,completed,pass_at_1,1.0,5551.570780982729,stop,59,198,false,1024,False,False,182,0,
4c4924c20d022b44def890a9a1e6d21c5df0f1144e939cf3d92b9504bd88c003,qwen3_32b,qwen3:32b,task-humaneval_plus-085,minimal,0.0,0,20260404,completed,pass_at_1,1.0,6038.2047010352835,stop,68,96,false,1024,False,False,278,0,
5b6912fcd0e51b0ccfaec61c5fa07f3a7ac25865587fd6f9b76ac52e6972ebe5,qwen3_32b,qwen3:32b,task-humaneval_plus-116,explicit_reasoning,0.0,0,20260404,completed,pass_at_1,1.0,10135.718729987275,stop,114,121,false,1024,False,False,286,0,
e18a6d42edbf093abe31add907c83c906458bdeda47aba3432c1378bcf125fe4,qwen3_32b,qwen3:32b,task-humaneval_plus-015,explicit_reasoning,0.2,0,20260404,completed,pass_at_1,1.0,7559.2134569888,stop,82,263,false,1024,False,False,208,0,
11ddcaf2fb4b5b8b49999cdebfaa16892ec460e2280a4cb8d7a2715eefc3058c,qwen3_32b,qwen3:32b,task-humaneval_plus-148,testing_oriented,0.2,2,20260406,completed,pass_at_1,1.0,2952.4703079950996,stop,32,203,false,1024,False,False,101,0,
4f9c22ea4aeb4a2b7c0957c80b58093ee8bf4673cbc1732d260c6add17f6ba2e,qwen3_32b,qwen3:32b,task-humaneval_plus-098,minimal,0.0,4,20260408,completed,pass_at_1,1.0,18428.232719015796,stop,210,147,false,1024,False,False,620,0,
9d7930312578d1020d14888dd455dc015fdb4b721c9c5b38693e3fb555517c87,qwen3_32b,qwen3:32b,task-humaneval_plus-151,professional,0.0,4,20260408,completed,pass_at_1,1.0,6744.206659030169,stop,76,317,false,1024,False,False,324,0,
68fc1defd32720438cb4b379179b82520fbf7a08d153394cf58fcc7c7e571cf4,qwen3_32b,qwen3:32b,task-humaneval_plus-034,minimal,0.2,1,20260405,completed,pass_at_1,1.0,9674.984827986918,stop,112,170,false,1024,False,False,386,0,
2b39c78478fbc71f9dd327f3360c1bf067abcd4d78039b1193bd1b7ba5f82885,qwen3_32b,qwen3:32b,task-humaneval_plus-046,minimal,0.0,3,20260407,completed,pass_at_1,1.0,4398.268686956726,stop,50,145,false,1024,False,False,171,0,
5f6a4bf2dc204e93cdba74d466e03d3e355b4cc202a3d4cb6df2b930be9e8fa1,qwen3_32b,qwen3:32b,task-humaneval_plus-042,testing_oriented,0.2,2,20260406,completed,pass_at_1,1.0,4595.241536968388,stop,50,159,false,1024,False,False,143,0,
b30e9e154303dde60bafcc0e203126e9d2321e66dcdaa8c3c10808c81b013499,qwen3_32b,qwen3:32b,task-humaneval_plus-121,explicit_reasoning,0.2,2,20260406,completed,pass_at_1,1.0,9959.444789972622,stop,112,178,false,1024,False,False,462,0,
2289b3e8c4889d8a592150395db7a92701f2840d4da2da3eb17a294c94b6b36f,qwen3_32b,qwen3:32b,task-humaneval_plus-144,minimal,0.2,2,20260406,completed,pass_at_1,1.0,6823.6085179960355,stop,77,169,false,1024,False,False,208,0,
25721577c1635b190a0187616761c18cf9816fdb79985f094a9003447011d05d,qwen3_32b,qwen3:32b,task-humaneval_plus-164,minimal,0.2,3,20260407,completed,pass_at_1,0.0,20353.696165024303,stop,234,212,false,1024,False,False,854,0,
907cf250fa13b096a74a591724f0f344f5f49915f3f71c4187be974df37ea37e,qwen3_32b,qwen3:32b,task-humaneval_plus-111,minimal,0.0,3,20260407,completed,pass_at_1,1.0,10635.852864012122,stop,123,139,false,1024,False,False,426,0,
cb61433c4b03e6240b3c8ddd524764da1a814a0b292b0b8383a6dfa5a267a957,qwen3_32b,qwen3:32b,task-humaneval_plus-123,professional,0.0,3,20260407,completed,pass_at_1,0.0,12157.950474997051,stop,141,147,false,1024,False,False,572,0,
b9b8517625134d7296ab0f719b2bccdaccbde24b209634cf79db1b0b2650732f,qwen3_32b,qwen3:32b,task-humaneval_plus-156,explicit_reasoning,0.0,1,20260405,completed,pass_at_1,0.0,5096.267638960853,stop,57,173,false,1024,False,False,209,0,
21844853fbddc6263daaf58cb65623ed5e818f9df4038c71ee1a5448b3840c65,qwen3_32b,qwen3:32b,task-humaneval_plus-023,testing_oriented,0.2,1,20260405,completed,pass_at_1,1.0,8394.86677001696,stop,95,205,false,1024,False,False,306,0,
51cb7c901f74fc250564370a0fb06cca5220e3c34e0b872afc3bce03d3baee3c,qwen3_32b,qwen3:32b,task-humaneval_plus-084,professional,0.2,1,20260405,completed,pass_at_1,0.0,5205.368758004624,stop,58,142,false,1024,False,False,254,0,
45fb41a2cad3ddef81895704af74f9bc7fd9ac2f63a006fc1e12ef7960f39d58,qwen3_32b,qwen3:32b,task-humaneval_plus-037,professional,0.0,1,20260405,completed,pass_at_1,0.0,17783.373359008692,stop,201,293,false,1024,False,False,555,0,
9645a7f399b75f2f6b50d222ca00eabdfcf6944d7c6ab23185086983c9a33ceb,qwen3_32b,qwen3:32b,task-humaneval_plus-041,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,0.0,13620.034613006283,stop,160,203,false,1024,False,False,619,0,
15548b308c984ce8642efa9c3e181a9a3386ce04f41ce99861318de15676870d,qwen3_32b,qwen3:32b,task-humaneval_plus-008,testing_oriented,0.2,3,20260407,completed,pass_at_1,1.0,8387.206797022372,stop,98,171,false,1024,False,False,393,0,
5e8704b3b8fc8563dc93cc00bcef3d4ec71c1e45c59a65a7caeecc9e7c487d3a,qwen3_32b,qwen3:32b,task-humaneval_plus-049,minimal,0.0,0,20260404,completed,pass_at_1,1.0,9800.059779023286,stop,114,262,false,1024,False,False,407,0,
fdf61967ae1a83bb38ad5915628751e0875ee4d4837274255e207fbb0b12141f,qwen3_32b,qwen3:32b,task-humaneval_plus-158,minimal,0.0,0,20260404,completed,pass_at_1,1.0,9502.137822972145,stop,112,157,false,1024,False,False,508,0,
a3b69c722313b0ff2222e1284cca6e7350edb69bea5cf27f9ac67eae5ad2877b,qwen3_32b,qwen3:32b,task-humaneval_plus-044,testing_oriented,0.2,4,20260408,completed,pass_at_1,1.0,11080.748683016282,stop,131,197,false,1024,False,False,558,0,
d10e079bc26da71e497c015471fadd524eba8b0af5f940076066408939d89761,qwen3_32b,qwen3:32b,task-humaneval_plus-032,professional,0.0,0,20260404,completed,pass_at_1,0.0,9610.108723980375,stop,112,307,false,1024,False,False,416,0,
742d3c096c4458f4f98709ef4efc5c944baf91d69c88da732658a4f1c82cb74c,qwen3_32b,qwen3:32b,task-humaneval_plus-076,professional,0.2,0,20260404,completed,pass_at_1,1.0,10609.105612966232,stop,126,163,false,1024,False,False,422,0,
6fe914cd9fa295ad7d3ffa42ea1a1fbddc8273724e9882b30fc5b5e572f9a215,qwen3_32b,qwen3:32b,task-humaneval_plus-076,minimal,0.2,1,20260405,completed,pass_at_1,1.0,10608.684009988792,stop,126,153,false,1024,False,False,419,0,
ea342e30da0541d7f02ecb05799a25916c3165e5cd61c0442301da5c7dad5a95,qwen3_32b,qwen3:32b,task-humaneval_plus-107,minimal,0.2,2,20260406,completed,pass_at_1,1.0,11777.554191998206,stop,140,129,false,1024,False,False,357,0,
6dc580c0455880913ecc8db2fb07ec087b5daac0e673bcd04e4c6d62f6180a98,qwen3_32b,qwen3:32b,task-humaneval_plus-035,explicit_reasoning,0.0,2,20260406,completed,pass_at_1,0.0,28787.24533400964,stop,335,462,false,1024,False,False,1229,0,
3dd2c5b135071970ad58eed58bb11ec0af8c776da576b1bbd000d6791cf52fc3,qwen3_32b,qwen3:32b,task-humaneval_plus-098,professional,0.0,3,20260407,completed,pass_at_1,1.0,13005.113435036037,stop,155,157,false,1024,False,False,472,0,
f921fc74b87bd45877359f987babb412ded49e0832f1548c3e024b6c445934b5,qwen3_32b,qwen3:32b,task-humaneval_plus-064,explicit_reasoning,0.0,4,20260408,completed,pass_at_1,1.0,6076.939269027207,stop,71,134,false,1024,False,False,221,0,
ef70c9d69ffe4338fc78465eed6e90ddd1410e02360b22c68a5ccb4c7449a2a3,qwen3_32b,qwen3:32b,task-humaneval_plus-032,explicit_reasoning,0.0,1,20260405,completed,pass_at_1,0.0,5391.684262955096,stop,62,315,false,1024,False,False,189,0,
121335f3f5fbeb6ee169fe44ebaf12211cca187d117ceaf214de018749804d46,qwen3_32b,qwen3:32b,task-humaneval_plus-037,professional,0.0,3,20260407,completed,pass_at_1,0.0,21631.912190001458,stop,256,293,false,1024,False,False,907,0,
c8a9f1849fdfffb20b396e2d4816187150255341b53fc8c4e159fa0b480c3355,qwen3_32b,qwen3:32b,task-humaneval_plus-023,professional,0.0,2,20260406,completed,pass_at_1,1.0,8469.471067015547,stop,99,207,false,1024,False,False,314,0,
aee5f0c5827a92afec738fa1ddb67d3a1cc726df4d5041e321695c2afea6b90e,qwen3_32b,qwen3:32b,task-humaneval_plus-078,minimal,0.0,2,20260406,completed,pass_at_1,1.0,9512.99767702585,stop,111,214,false,1024,False,False,412,0,
c174ae31680c26d01f2aea348e18eaa92d15b3eb735d7910d0dab0231b84f97a,qwen3_32b,qwen3:32b,task-humaneval_plus-136,testing_oriented,0.2,2,20260406,completed,pass_at_1,1.0,5870.164704974741,stop,68,213,false,1024,False,False,230,0,
7ffb54dfbff0088bdcf312b8b43e6bf189fd676e58d8744668f7e24103f7d12d,qwen3_32b,qwen3:32b,task-humaneval_plus-107,testing_oriented,0.2,0,20260404,completed,pass_at_1,1.0,11794.677354046144,stop,140,137,false,1024,False,False,357,0,
156e9a771a37bf092b66147ed693d89c1041a45103709c18cdcf6e9b8f5b45a4,qwen3_32b,qwen3:32b,task-humaneval_plus-153,minimal,0.0,1,20260405,completed,pass_at_1,1.0,9735.859697044361,stop,115,158,false,1024,False,False,387,0,
1d5d7aba617deb48b8baf119c76bf410549aa21d8154b638479b2342d99f476c,qwen3_32b,qwen3:32b,task-humaneval_plus-122,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,1.0,10003.047933976632,stop,117,170,false,1024,False,False,273,0,
7228a3ef8978eab11020023baba60019a9289c00384509f6f93c559626519605,qwen3_32b,qwen3:32b,task-humaneval_plus-033,testing_oriented,0.0,0,20260404,completed,pass_at_1,0.0,14909.677547984757,stop,174,310,false,1024,False,False,569,0,
1e0d20c345bfa169c941283a468e1030b977db0815e608d6fb18a86948979702,qwen3_32b,qwen3:32b,task-humaneval_plus-094,testing_oriented,0.2,1,20260405,completed,pass_at_1,1.0,11522.663852025289,stop,138,143,false,1024,False,False,389,0,
57e22efa3ce19345bbd8cd77860675f2c116dc5cef0ee56a85e11b4f1916f434,qwen3_32b,qwen3:32b,task-humaneval_plus-001,explicit_reasoning,0.2,0,20260404,completed,pass_at_1,1.0,5678.542300011031,stop,66,190,false,1024,False,False,265,0,
82271244d50f98480c411623be7533311b82970ac332537488ab8bd94a62507b,qwen3_32b,qwen3:32b,task-humaneval_plus-160,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,1.0,6831.006832013372,stop,79,239,false,1024,False,False,308,0,
2ff74e3945b3486961a24606305f65e41e42d654c2a55a4cab33fe0f9f67613b,qwen3_32b,qwen3:32b,task-humaneval_plus-081,minimal,0.0,2,20260406,completed,pass_at_1,1.0,4082.686226000078,stop,47,91,false,1024,False,False,167,0,
18d65e2f2914009e9f67ed3e85f58292d17a6a6ef8bd6bbcdaaf20bd102820ed,qwen3_32b,qwen3:32b,task-humaneval_plus-101,testing_oriented,0.0,2,20260406,completed,pass_at_1,1.0,1831.2532539712265,stop,19,207,false,1024,False,False,62,0,
acf843b3d6aa7161b61733178149d00743a1f0b21da9ab232bdaf1c3348eed98,qwen3_32b,qwen3:32b,task-humaneval_plus-109,professional,0.0,4,20260408,completed,pass_at_1,1.0,3935.503731947392,stop,45,174,false,1024,False,False,124,0,
df14739d1f0fea55dbdcfeb8bb79a0cddc7e566c914dae4ec8ba276bea590f95,qwen3_32b,qwen3:32b,task-humaneval_plus-163,professional,0.0,2,20260406,completed,pass_at_1,1.0,6275.485072983429,stop,73,130,false,1024,False,False,229,0,
0efb2552b736125175b8df9520b532b7465c04c5e1b7a1076e16ec4bac2b85ca,qwen3_32b,qwen3:32b,task-humaneval_plus-130,minimal,0.2,1,20260405,completed,pass_at_1,1.0,8770.610053965356,stop,101,363,false,1024,False,False,427,0,
115a56e9b4ea651728260a884e840a5ae6090e2d36612da82bbc3526ddb1deeb,qwen3_32b,qwen3:32b,task-humaneval_plus-004,testing_oriented,0.2,2,20260406,completed,pass_at_1,1.0,3791.818216035608,stop,43,188,false,1024,False,False,158,0,
4df619903c04bd5dc6d8c33e03b236daeed54c0e23bae5345f9ac10c4ad0b906,qwen3_32b,qwen3:32b,task-humaneval_plus-039,minimal,0.0,0,20260404,completed,pass_at_1,0.0,5276.883737999015,stop,61,182,false,1024,False,False,241,0,
e6d1df25b07a7e6a5488a29829dc3df6ae04179a3d29b8a0c52aaddf69d0a414,qwen3_32b,qwen3:32b,task-humaneval_plus-161,explicit_reasoning,0.2,0,20260404,completed,pass_at_1,1.0,9884.675970999524,stop,116,221,false,1024,False,False,437,0,
72c5229628c638b8abfe5d533db614142dbb0fb6fe8c7dd67846338656520a74,qwen3_32b,qwen3:32b,task-humaneval_plus-038,testing_oriented,0.0,0,20260404,completed,pass_at_1,1.0,5672.5965840159915,stop,66,130,false,1024,False,False,224,0,
735ddf6d6d6289d38109ec60d7098c9e08014f05c0bc39f3005416160c541faf,qwen3_32b,qwen3:32b,task-humaneval_plus-012,explicit_reasoning,0.2,2,20260406,completed,pass_at_1,0.0,9728.288543992676,stop,115,194,false,1024,False,False,371,0,
11cb9f49a0e785616dd07a61870f0681a908d2617bffcfc765cf1cbd9b00d4cf,qwen3_32b,qwen3:32b,task-humaneval_plus-093,minimal,0.2,2,20260406,completed,pass_at_1,1.0,6936.820163973607,stop,82,125,false,1024,False,False,186,0,
928f287d926d878d6fdf9ac35b3b0cc267a683190942fea463a03a7bd5f714f1,qwen3_32b,qwen3:32b,task-humaneval_plus-119,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,1.0,11372.215168026742,stop,134,189,false,1024,False,False,281,0,
b9baa83f4defb47db54592aa1d76a597a35dbfa1871b4474efdc04f285351b94,qwen3_32b,qwen3:32b,task-humaneval_plus-056,explicit_reasoning,0.0,4,20260408,completed,pass_at_1,1.0,10110.016457969323,stop,118,277,false,1024,False,False,371,0,
579fe7ef815b8162f1d53fba24a45c66b5c21e687d71b08f45a92006cec6226c,qwen3_32b,qwen3:32b,task-humaneval_plus-093,professional,0.2,2,20260406,completed,pass_at_1,1.0,7007.884771970566,stop,82,135,false,1024,False,False,186,0,
d7661e0df4716e83d0679b537f05da13bd875d8a031bc96cd5228c92665b3cde,qwen3_32b,qwen3:32b,task-humaneval_plus-139,explicit_reasoning,0.0,0,20260404,completed,pass_at_1,1.0,5103.3362010493875,stop,58,208,false,1024,False,False,187,0,
b9a57bd3602f43c726f0940e190576d69927e633553f6e92905acc031cbea0e9,qwen3_32b,qwen3:32b,task-humaneval_plus-040,minimal,0.0,4,20260408,completed,pass_at_1,1.0,3069.8082160088234,stop,34,209,false,1024,False,False,112,0,
c73a44c85b671f6e484d539bfdeb2964711ad9bddeed36c714678f9704fc889b,qwen3_32b,qwen3:32b,task-humaneval_plus-112,professional,0.0,4,20260408,completed,pass_at_1,1.0,12562.672214990016,stop,147,180,false,1024,False,False,488,0,
93f69366082c51ea90bd3918daf493ce73c529462d8eea9aacb0abdb4aecdf07,qwen3_32b,qwen3:32b,task-humaneval_plus-001,professional,0.2,2,20260406,completed,pass_at_1,1.0,5329.647979000583,stop,61,182,false,1024,False,False,255,0,
24674d58b923b9b6b6d5c966b9da84aaaead8f3312dc33da43bbd02a860db626,qwen3_32b,qwen3:32b,task-humaneval_plus-075,explicit_reasoning,0.2,1,20260405,completed,pass_at_1,1.0,7397.284745005891,stop,86,154,false,1024,False,False,323,0,
96e9f9d1a96c5322261057076e6923f7af29d758c6a02e5044a0121b718ce9ec,qwen3_32b,qwen3:32b,task-humaneval_plus-078,testing_oriented,0.0,3,20260407,completed,pass_at_1,1.0,9881.88950298354,stop,113,222,false,1024,False,False,422,0,
08d4f732b849b35aca71c2e4d95397c27fc255ff4ea298eceafb5df22f9dea61,qwen3_32b,qwen3:32b,task-humaneval_plus-155,professional,0.2,3,20260407,completed,pass_at_1,1.0,3332.564123964403,stop,37,182,false,1024,False,False,139,0,
9c0e3a53ae779b8fc9c1703a06aa9d48e6b60d619ab97eaad7f6db5f63b8622a,qwen3_32b,qwen3:32b,task-humaneval_plus-012,explicit_reasoning,0.0,1,20260405,completed,pass_at_1,1.0,7961.78090502508,stop,92,194,false,1024,False,False,300,0,
39b15bd21332de491466adf4fb9037ef2f322ba8f2581770f66ad307ba7973d1,qwen3_32b,qwen3:32b,task-humaneval_plus-014,minimal,0.2,0,20260404,completed,pass_at_1,1.0,9011.392657994293,stop,106,130,false,1024,False,False,336,0,
2aa96ab0e393a7566456f64dd64bc7386a7bd8fc7a10ae912a2ef8def35b519b,qwen3_32b,qwen3:32b,task-humaneval_plus-074,testing_oriented,0.0,4,20260408,completed,pass_at_1,1.0,7281.849542981945,stop,84,228,false,1024,False,False,337,0,
2705aa58e95849aca314aaad1083ba7789857b40b109472253cc7f05f89d73c4,qwen3_32b,qwen3:32b,task-humaneval_plus-043,minimal,0.2,3,20260407,completed,pass_at_1,1.0,5543.549651978537,stop,64,186,false,1024,False,False,217,0,
04b856c4c093ffff6befe98a31164d747265b138a613edbdf62650403a0d181d,qwen3_32b,qwen3:32b,task-humaneval_plus-024,professional,0.0,4,20260408,completed,pass_at_1,1.0,9760.46529301675,stop,114,226,false,1024,False,False,396,0,
14bf52e677affe88933e82f0ab50d381d4e2148c868b234290e91ddc71edff53,qwen3_32b,qwen3:32b,task-humaneval_plus-131,explicit_reasoning,0.0,2,20260406,completed,pass_at_1,0.0,4930.189626000356,stop,56,231,false,1024,False,False,224,0,
493d579816d77817739941c36d03981473b69fd1b5299173581c5f5383d6c382,qwen3_32b,qwen3:32b,task-humaneval_plus-114,explicit_reasoning,0.2,4,20260408,completed,pass_at_1,1.0,5154.23617901979,stop,59,120,false,1024,False,False,143,0,
ef1f981361e3f059ad05b6e7b84abeaca1a40cdfed091662b36d0d34fbbc39b8,qwen3_32b,qwen3:32b,task-humaneval_plus-019,minimal,0.2,2,20260406,completed,pass_at_1,1.0,5352.766586001962,stop,61,136,false,1024,False,False,220,0,
2fa5ddc919b6a70c343634128f9e917727f2dfa68cdd038fb25614aa63179a3b,qwen3_32b,qwen3:32b,task-humaneval_plus-152,explicit_reasoning,0.2,1,20260405,completed,pass_at_1,1.0,5994.003927975427,stop,67,269,false,1024,False,False,246,0,
7fb807ae99af746490ba961ddb14874b1531a603abf85a7e79492f0dd42ce0d6,qwen3_32b,qwen3:32b,task-humaneval_plus-147,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,0.0,3376.5170220285654,stop,38,110,false,1024,False,False,100,0,
4de8d6cb48134afa2eae4f87bb1677e49a3ec7806bc4bf34f0e060d93895e108,qwen3_32b,qwen3:32b,task-humaneval_plus-123,testing_oriented,0.0,4,20260408,completed,pass_at_1,0.0,5871.772731014062,stop,68,145,false,1024,False,False,265,0,
a4bfea7ec6ce563f94477a2deb63f88a97985d249025eb53e6c366ea2a8a66b3,qwen3_32b,qwen3:32b,task-humaneval_plus-110,professional,0.2,1,20260405,completed,pass_at_1,1.0,6341.473923006561,stop,74,150,false,1024,False,False,312,0,
39695dc1f2843a80eb28da7692e54493c8e85697044715ebdfe7a39aef7833a5,qwen3_32b,qwen3:32b,task-humaneval_plus-146,professional,0.2,3,20260407,completed,pass_at_1,1.0,8238.728935015388,stop,97,139,false,1024,False,False,307,0,
afc5cda25188afc2fc809f11630876cab5822c242ca6e41774477bf1ec860cd0,qwen3_32b,qwen3:32b,task-humaneval_plus-031,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,0.0,5308.15266497666,stop,61,207,false,1024,False,False,212,0,
e2e65a1ed958122930ef19f817a99826ecf001545e78dde9763d81f11a248fc1,qwen3_32b,qwen3:32b,task-humaneval_plus-031,testing_oriented,0.2,4,20260408,completed,pass_at_1,0.0,5335.5093380087055,stop,61,197,false,1024,False,False,212,0,
aec6a7a1d80ab73bf8023190efe79261f84a0456b970503416cb1d857173ff7a,qwen3_32b,qwen3:32b,task-humaneval_plus-053,minimal,0.2,3,20260407,completed,pass_at_1,0.0,3658.0700839986093,stop,41,169,false,1024,False,False,154,0,
fea56882e58f5e765120307944d1085df1409adc9e48605aabcd93cfaed4c69a,qwen3_32b,qwen3:32b,task-humaneval_plus-008,professional,0.2,2,20260406,completed,pass_at_1,1.0,8496.98051897576,stop,99,173,false,1024,False,False,398,0,
21be75009c404aae050307fbf84e1161b8256b979387a02929e9b90ee641c59f,qwen3_32b,qwen3:32b,task-humaneval_plus-070,testing_oriented,0.0,2,20260406,completed,pass_at_1,0.0,9086.6324849776,stop,103,263,false,1024,False,False,431,0,
c2cdbf43d3cc8e338bf8c7d1d37e0bcb45f2c339ef45f416feb0014c40fb9a0d,qwen3_32b,qwen3:32b,task-humaneval_plus-009,professional,0.2,4,20260408,completed,pass_at_1,1.0,10230.293660948519,stop,118,337,false,1024,False,False,366,0,
acd500f8775db97a81481e65b68eb275177f62c6723b1023d0046e350119c0c3,qwen3_32b,qwen3:32b,task-humaneval_plus-054,testing_oriented,0.0,2,20260406,completed,pass_at_1,1.0,8152.499112999067,stop,94,185,false,1024,False,False,311,0,
0a09376c13e86c01efbab0a491be1b2ce40b15160cef2b221e8cc55a9fafeb98,qwen3_32b,qwen3:32b,task-humaneval_plus-090,testing_oriented,0.2,2,20260406,completed,pass_at_1,1.0,9994.212211982813,stop,118,162,false,1024,False,False,357,0,
a24f71fc9b3cbb9748deec4416248edf28b58cd3086a7947665e2b5ef46990d9,qwen3_32b,qwen3:32b,task-humaneval_plus-148,professional,0.2,4,20260408,completed,pass_at_1,1.0,3002.841352019459,stop,33,205,false,1024,False,False,109,0,
71f1d74951d8b2fb6fc04280973765a2d5f01c3007f2dfb9e5e2dd9dabb9499c,qwen3_32b,qwen3:32b,task-humaneval_plus-017,minimal,0.0,2,20260406,completed,pass_at_1,1.0,4202.739726984873,stop,48,210,false,1024,False,False,175,0,
9e31983c7f2a6d2b3b6c87857f724aade09ddb59970a7bcab3f5a4723f2c0170,qwen3_32b,qwen3:32b,task-humaneval_plus-107,explicit_reasoning,0.0,1,20260405,completed,pass_at_1,1.0,11924.330167006701,stop,140,147,false,1024,False,False,356,0,
0f1108ca83762a083d4fa4d5928857d159e6b2369676c3fa5e42463377630619,qwen3_32b,qwen3:32b,task-humaneval_plus-086,explicit_reasoning,0.2,4,20260408,completed,pass_at_1,1.0,5345.732474990655,stop,62,123,false,1024,False,False,253,0,
64c126b780839642bb6c93b57480085728b3a40f07d8bbe567bdb937c9b01e5e,qwen3_32b,qwen3:32b,task-humaneval_plus-006,minimal,0.0,0,20260404,completed,pass_at_1,1.0,5894.510768004693,stop,68,147,false,1024,False,False,201,0,
d9df052105dab6ecc9c250d25e87d53a8124b4fdd5ed61fc83e7782583946553,qwen3_32b,qwen3:32b,task-humaneval_plus-096,testing_oriented,0.2,0,20260404,completed,pass_at_1,1.0,8528.989306010772,stop,100,179,false,1024,False,False,348,0,
d0875135052eb0e8f57ec196960c387cd810aa05d5c7bde0cda74797f5b48b5b,qwen3_32b,qwen3:32b,task-humaneval_plus-027,explicit_reasoning,0.2,3,20260407,completed,pass_at_1,1.0,3413.052320946008,stop,38,169,false,1024,False,False,106,0,
46a70ed334a79dfface9966290822bb6b529635bcfa4adc23a538c21d8a4b58c,qwen3_32b,qwen3:32b,task-humaneval_plus-056,testing_oriented,0.0,4,20260408,completed,pass_at_1,1.0,9436.608762014657,stop,109,267,false,1024,False,False,353,0,
0a96ac5349403a7a347a6ced8e064f968f80589083211212fdda93f9098af926,qwen3_32b,qwen3:32b,task-humaneval_plus-002,professional,0.2,0,20260404,completed,pass_at_1,1.0,8942.648442985956,stop,105,173,false,1024,False,False,475,0,
49c85fc15c950d6e2f0c2cc0fb5f156dc92dd4611bbf696e295e91e2f65cf0a3,qwen3_32b,qwen3:32b,task-humaneval_plus-020,explicit_reasoning,0.2,0,20260404,completed,pass_at_1,0.0,7361.681581009179,stop,83,391,false,1024,False,False,331,0,
